Jogador;Time;id_time;Numeração;Nação;Posição;Idade;Gols;Assistências;CrtsA;CrtV;Contatos;Div;Crts;Bloqueios;xG;xAG;Cmp;Att;Cmp%;Conduções;Data
Gabriel Taliari;Juventude;15;19;BRA;FW;27;0;0;0;0;9.0;0.0;0;0.0;0.0;0.1;5.0;5.0;100;6.0;27/07/2024
Erick;Juventude;15;7;BRA;LW;27;0;0;0;0;31.0;0.0;1;0.0;0.1;0.0;17.0;23.0;73,9;16.0;27/07/2024
Diego Gonçalves;Juventude;15;13;BRA;LW;30;0;0;0;0;10.0;1.0;0;0.0;0.0;0.0;6.0;8.0;75;5.0;27/07/2024
Lucas Barbosa;Juventude;15;21;BRA;RW;23;0;0;1;0;34.0;0.0;0;2.0;0.0;0.0;16.0;25.0;64;18.0;27/07/2024
Marcelinho;Juventude;15;11;BRA;RW;21;0;0;0;0;7.0;0.0;0;0.0;0.0;0.0;2.0;3.0;66,7;3.0;27/07/2024
Jean Carlos Vicente;Juventude;15;20;BRA;AM;32;0;0;0;0;25.0;0.0;0;0.0;0.0;0.0;17.0;22.0;77,3;18.0;27/07/2024
Nenê;Juventude;15;10;BRA;AM;43;0;0;0;0;28.0;0.0;0;0.0;0.1;0.2;17.0;26.0;65,4;16.0;27/07/2024
Caíque de Jesus Gonçalves;Juventude;15;95;BRA;DM;28;0;0;0;0;54.0;2.0;0;0.0;0.0;0.0;48.0;51.0;94,1;36.0;27/07/2024
Luis Oyama;Juventude;15;5;BRA;DM;27;1;0;0;0;26.0;3.0;0;0.0;0.0;0.0;18.0;20.0;90;14.0;27/07/2024
Jadson;Juventude;15;16;BRA;DM;30;0;1;0;0;73.0;1.0;0;1.0;0.0;0.1;58.0;69.0;84,1;38.0;27/07/2024
Gabriel Inocêncio;Juventude;15;12;BRA;LB;29;0;0;0;0;71.0;4.0;3;0.0;0.0;0.1;50.0;57.0;87,7;37.0;27/07/2024
Lucas Freitas;Juventude;15;43;BRA;CB;23;0;0;0;0;83.0;2.0;0;3.0;0.0;0.0;61.0;70.0;87,1;42.0;27/07/2024
Rodrigo Sam;Juventude;15;34;BRA;CB;29;0;0;0;0;59.0;3.0;0;0.0;0.2;0.0;41.0;51.0;80,4;32.0;27/07/2024
Ewerton;Juventude;15;14;BRA;RB;23;0;0;0;0;75.0;1.0;1;1.0;0.0;0.0;48.0;66.0;72,7;41.0;27/07/2024
Gabriel;Juventude;15;1;BRA;GK;31;0;0;0;0;34.0;0.0;0;0.0;0.0;0.0;25.0;29.0;86,2;18.0;27/07/2024
Yannick Bolasie;Criciúma;7;11;COD;FW;35;2;0;0;0;33.0;0.0;0;1.0;0.9;0.0;11.0;14.0;78,6;20.0;27/07/2024
Marcelo Hermes;Criciúma;7;22;BRA;LW;29;0;0;0;0;35.0;0.0;2;4.0;0.1;0.0;16.0;26.0;61,5;16.0;27/07/2024
Allano;Criciúma;7;2;BRA;RW;29;0;0;0;0;41.0;0.0;1;0.0;0.1;0.1;24.0;30.0;80;26.0;27/07/2024
Jonathan;Criciúma;7;13;BRA;RW;31;0;0;0;0;9.0;2.0;0;0.0;0.0;0.0;1.0;4.0;25;0.0;27/07/2024
Fellipe Mateus;Criciúma;7;7;BRA;AM;33;0;0;0;0;42.0;3.0;0;0.0;0.2;0.0;28.0;32.0;87,5;23.0;27/07/2024
Marquinhos Gabriel;Criciúma;7;10;BRA;AM;34;0;0;0;0;13.0;1.0;0;0.0;0.0;0.3;11.0;12.0;91,7;6.0;27/07/2024
Barreto;Criciúma;7;88;BRA;DM;28;0;0;0;0;23.0;0.0;0;1.0;0.0;0.0;18.0;22.0;81,8;14.0;27/07/2024
Higor Meritão;Criciúma;7;5;BRA;DM;30;0;0;0;0;24.0;0.0;1;0.0;0.0;0.1;15.0;19.0;78,9;13.0;27/07/2024
Newton;Criciúma;7;8;BRA;DM;24;0;0;0;0;36.0;2.0;1;0.0;0.0;0.0;27.0;31.0;87,1;22.0;27/07/2024
Ronald;Criciúma;7;6;BRA;DM;27;0;1;0;0;12.0;0.0;0;1.0;0.0;0.4;5.0;7.0;71,4;8.0;27/07/2024
Miguel Trauco;Criciúma;7;14;PER;LB;31;0;0;0;0;46.0;1.0;0;0.0;0.0;0.0;21.0;43.0;48,8;14.0;27/07/2024
Wilker Ángel;Criciúma;7;4;VEN;CB;31;0;0;1;0;35.0;0.0;1;2.0;0.0;0.0;23.0;26.0;88,5;14.0;27/07/2024
Rodrigo Fagundes;Criciúma;7;3;BRA;CB;37;0;0;1;0;42.0;2.0;0;0.0;0.0;0.0;31.0;32.0;96,9;22.0;27/07/2024
Claudinho;Criciúma;7;27;BRA;RB;23;0;1;0;0;53.0;2.0;0;1.0;0.2;0.6;38.0;44.0;86,4;29.0;27/07/2024
Tobias Figueiredo;Criciúma;7;29;POR;RB;30;0;0;0;0;4.0;0.0;0;1.0;0.0;0.0;1.0;1.0;100;0.0;27/07/2024
Gustavo;Criciúma;7;1;BRA;GK;31;0;0;0;0;33.0;0.0;0;0.0;0.0;0.0;19.0;32.0;59,4;17.0;27/07/2024
Biel;Bahia;4;11;BRA;FW;23;0;0;0;0;24.0;1.0;0;0.0;0.1;0.0;10.0;15.0;66,7;20.0;27/07/2024
Rafael Ratão;Bahia;4;21;BRA;LW;28;0;0;0;0;14.0;0.0;0;0.0;0.0;0.0;7.0;11.0;63,6;12.0;27/07/2024
Everaldo Stum;Bahia;4;9;BRA;FW;33;0;0;0;0;14.0;0.0;0;0.0;0.1;0.0;6.0;11.0;54,5;10.0;27/07/2024
Luciano Rodríguez;Bahia;4;17;URU;FW;21;0;0;0;0;13.0;0.0;0;0.0;0.1;0.0;5.0;6.0;83,3;8.0;27/07/2024
Cauly Oliveira Souza;Bahia;4;8;BRA;AM,RW;28;0;0;0;0;46.0;1.0;2;0.0;0.0;0.0;27.0;37.0;73;25.0;27/07/2024
Thaciano;Bahia;4;16;BRA;LM;29;0;0;0;0;17.0;1.0;2;0.0;0.0;0.0;8.0;12.0;66,7;8.0;27/07/2024
Iago;Bahia;4;25;BRA;LB,DM;27;0;0;0;0;15.0;1.0;1;0.0;0.0;0.0;9.0;11.0;81,8;9.0;27/07/2024
Carlos de Pena;Bahia;4;14;URU;RM;32;0;1;0;0;46.0;2.0;0;2.0;0.0;0.1;29.0;39.0;74,4;24.0;27/07/2024
Everton Ribeiro;Bahia;4;10;BRA;DM,RW;35;0;0;0;0;28.0;2.0;0;1.0;0.0;0.0;21.0;25.0;84;18.0;27/07/2024
Caio Alexandre;Bahia;4;19;BRA;DM;25;0;0;0;0;70.0;1.0;1;0.0;0.0;0.5;59.0;67.0;88,1;48.0;27/07/2024
Luciano Juba;Bahia;4;46;BRA;LB,AM;24;0;0;0;0;78.0;1.0;3;1.0;0.0;0.0;63.0;75.0;84;44.0;27/07/2024
David Duarte;Bahia;4;33;BRA;CB;29;1;0;0;0;51.0;0.0;0;1.0;0.1;0.0;41.0;46.0;89,1;37.0;27/07/2024
Vitor Hugo;Bahia;4;31;BRA;CB;33;0;0;0;0;13.0;0.0;1;0.0;0.0;0.0;10.0;11.0;90,9;7.0;27/07/2024
